statefip,manual,limbs,strength,body,language,oral,written,cognitive,perception,visual,hearing,vocal,year,name,total,imputed_mex,imputed_otherlat,imputed_total_lat,border_distance,border_dummy,foreign_empl,native_empl,foreign_howo,native_howo,manual_f,manual_n,limbs_f,limbs_n,strength_f,strength_n,body_f,body_n,language_f,language_n,oral_f,oral_n,written_f,written_n,cognitive_f,cognitive_n,perception_f,perception_n,visual_f,visual_n,hearing_f,hearing_n,vocal_f,vocal_n
13,0.7014807462692261,0.7020610570907593,0.7039533257484436,0.6969390511512756,0.3229382038116455,0.31144997477531433,0.33442646265029907,0.42785951495170593,0.5548959970474243,0.6610305309295654,0.630710780620575,0.30884841084480286,1970,Georgia,1417900,67.18827546837618,891.1499788024084,958.3382542707847,1560.611675576283,0,5400,1122000,11017850,2198550500,6207614.5546875,1407584416.6619873,6233992.5654296875,1409244944.9631348,6181579.48046875,1406238755.209961,6174213.20703125,1405115197.807129,4861136.318359375,828185565.9235382,4828259.304199219,811068277.6999588,4894013.3720703125,845302861.1437988,4717637.60546875,939165594.2414551,5528796.6962890625,1172582418.270874,5849676.8544921875,1341856241.20813,5556070.1484375,1269109274.1009521,4722396.5703125,825360581.6798782
15,0.7160258293151855,0.7091477513313293,0.7273790240287781,0.7190296053886414,0.3134095370769501,0.3140814006328583,0.31273770332336426,0.41468796133995056,0.5557926893234253,0.6715112924575806,0.6441425681114197,0.30870965123176575,1970,Hawaii,230300,0,314.3067996934698,314.3067996934698,4177.213646295807,0,21600,147200,41187625,278332525,29670995.608398438,172704918.78381348,29136369.208007812,169817715.68774414,30316938.82470703,175339758.82263184,30200133.381835938,176629377.14379883,10650152.555053711,109948659.75109863,11063515.654052734,112917232.22998047,10236789.588378906,106980088.46417236,14136468.315429688,120121441.22518921,19968912.522460938,146621091.30273438,25748025.19970703,166016696.97607422,24241819.12548828,156205824.31469727,11358397.977539062,113735215.32452393
16,0.7299624085426331,0.7156005501747131,0.7555909156799316,0.7338314056396484,0.28501197695732117,0.2827140688896179,0.2873098850250244,0.4005175530910492,0.5374111533164978,0.6654230356216431,0.6236079335212708,0.26714152097702026,1970,Idaho,192500,183.79055986509275,0,183.79055986509275,1314.9204404281286,0,3200,147500,7066425,295699550,4734954.9638671875,191041311.38806152,4693494.68359375,187431491.9486084,4822417.30859375,197053027.90625,4729277.92578125,192551224.44140625,2568521.267578125,110415735.7843628,2494509.7161865234,110220733.26409912,2642532.8583984375,110610739.34312439,3167845.9610595703,128855060.97128296,3805547.841796875,156320250.0429077,4477129.3212890625,180983769.23168945,4129634.99609375,167441999.73950195,2393651.4814453125,107365623.97779846
17,0.7103064656257629,0.7125413417816162,0.7146491408348083,0.6992911100387573,0.3090359568595886,0.2959047555923462,0.32216715812683105,0.4079873561859131,0.5518724322319031,0.6624833345413208,0.630266010761261,0.2944444715976715,1970,Illinois,3601800,15861.819936843911,9064.892571455974,24926.712508299883,1733.2722598764772,0,164900,2520200,310081475,4794634475,204777848.03295898,3008972571.0357666,207817082.71923828,3023589946.6245117,202735818.83447266,3009457776.671753,199732297.3894043,2971822674.2337646,101835774.06622314,1869102384.1095123,97493833.43243408,1821156084.5031967,106177715.17260742,1917048697.638382,121411679.43029785,2055168292.747635,160203384.30517578,2562639506.2070923,187950663.5979004,2897051701.59729,176410047.12243652,2721532983.5113525,100067099.87397766,1853509029.2782364
18,0.7318122982978821,0.7358739376068115,0.735683798789978,0.7168189287185669,0.2863062620162964,0.2706712484359741,0.30194127559661865,0.3962878882884979,0.5530182123184204,0.672673225402832,0.6431321501731873,0.2681906223297119,1970,Indiana,1691300,2553.7579595990487,2017.8867200078855,4571.644679606934,1780.3159021813144,0,19100,1309800,33389250,2521302100,22354172.73388672,1634058792.9910889,22722472.174316406,1648682570.113037,21916815.08227539,1630534153.3812256,21980121.403076172,1601905170.2211914,11317978.521118164,935367069.2968445,10818456.133178711,902218120.5460205,11817500.892089844,968516027.2880554,14131567.713867188,1065327857.444519,18389160.143432617,1359153318.6887207,21076650.825195312,1553458169.5233154,20347554.524658203,1468173215.4780273,11227560.835403442,915796269.9855194
19,0.7412707805633545,0.7275241017341614,0.7726863026618958,0.7363681793212891,0.26297613978385925,0.2594633996486664,0.2664889097213745,0.3904285728931427,0.5358614325523376,0.6458674073219299,0.5992304086685181,0.24337594211101532,1970,Iowa,796600,304.3706814385656,267.5128946460685,571.8835760846341,1568.6696843499508,0,6600,668700,13726925,1403525850,8510824.2109375,918771498.5179443,8320508.232421875,902365992.524292,8928192.294921875,955113131.2891846,8464904.67578125,914358287.9001465,4877883.558105469,497353637.1812744,4688060.884521484,494599481.5469818,5067706.201049805,500107797.3227997,6062662.077880859,598299438.4607544,6895852.662109375,738953745.6043091,7643063.435546875,830648129.6397705,6410982.8701171875,759369838.767334,4280017.7080078125,480879586.9778137
20,0.7302201390266418,0.7194424271583557,0.7530718445777893,0.7285997271537781,0.2800387144088745,0.2766076326370239,0.2834698259830475,0.3987243175506592,0.5407034754753113,0.655677855014801,0.6170023083686829,0.2685070335865021,1970,Kansas,651300,1736.6905440911337,680.4986496517733,2417.1891937429073,1091.0467641594062,0,4400,486500,7403600,994327025,4786716.611083984,635010158.0395508,4702065.330078125,625671607.5916748,4891137.726806641,652883275.9281006,4867818.501708984,636015164.9980469,2805435.2946777344,371402688.18852234,3035091.231689453,370836853.3394623,2575779.390625,371968526.0679321,3237028.6904296875,429415553.4529724,3781897.8022460938,524123978.5145874,4148871.341064453,592101879.5599365,3961524.9645996094,549045759.3520508,3081835.3944091797,369890992.3225174
21,0.7305536270141602,0.7298376560211182,0.738097071647644,0.7229142785072327,0.2804996967315674,0.26989471912384033,0.29110467433929443,0.39637526869773865,0.546931803226471,0.6727721095085144,0.6376200914382935,0.26689639687538147,1970,Kentucky,867000,0,120.84643514357204,120.84643514357204,1706.184447794363,0,3200,712000,6481125,1366973925,3716059.3681640625,907459530.2172852,3603163.3618164062,908943641.0489502,3842100.8696289062,911229285.1046143,3840747.7182617188,899037081.744873,3069293.8271484375,473506022.9059601,3266503.3828125,461632850.522171,2872084.298095703,485379200.2641449,2938074.2036132812,563874361.1741028,3305483.9931640625,729267012.6063232,3665942.1796875,854511582.0341797,3427807.779296875,802438091.4301758,3260335.05859375,467207994.6267319
22,0.6996342539787292,0.6930895447731018,0.7114000916481018,0.7012887001037598,0.3206122815608978,0.3203168213367462,0.32090774178504944,0.41373929381370544,0.5449220538139343,0.660183310508728,0.6308209300041199,0.32093507051467896,1970,Louisiana,916900,486.0724044673276,8222.478091637044,8708.550496104372,810.54405424545,0,8000,710700,14088825,1379031575,8828815.665527344,887675040.6624756,8734956.020019531,878436102.5517578,8863943.9169921875,900305487.4000244,9019554.814941406,894984340.6743164,5605364.655029297,513295709.7668457,5745926.509765625,516479127.2736511,5464802.858886719,510112296.5418854,6365203.968994141,575396050.0534668,7750472.1416015625,727530911.489563,8659488.0322265625,851489952.2990723,8222954.345214844,808319280.0443115,5792735.031860352,528037063.47624207
23,0.7400718331336975,0.7432010173797607,0.7426890134811401,0.7289772033691406,0.27342018485069275,0.26284000277519226,0.2840003967285156,0.3908415138721466,0.549399733543396,0.6831192374229431,0.647616446018219,0.2611919343471527,1970,Maine,294700,0,446.8762037160206,446.8762037160206,3189.081428836055,0,10000,223000,18804050,427804700,12911640.365234375,280687046.4498291,13062898.3828125,282886555.79577637,12835427.384765625,279498513.56103516,12628761.2890625,276673942.4946289,6178670.796875,153719344.58496094,6008822.173828125,149989099.26187134,6348519.378051758,157449591.34080505,7943001.4130859375,180018577.21673584,10286419.583984375,229759374.19378662,11910309.53125,268472917.5041504,11568568.374511719,251446414.33398438,6123762.4599609375,152198836.77526855
24,0.6813324689865112,0.6809666156768799,0.6845932602882385,0.6781710386276245,0.34865882992744446,0.3383868932723999,0.358930766582489,0.4365882873535156,0.5592148303985596,0.6587444543838501,0.6248117089271545,0.3374059200286865,1970,Maryland,1303700,213.25781287001965,3875.2406300524303,4088.49844292245,2436.723943164116,0,26500,917400,50640675,1746283050,29241804.721191406,1059267890.0531006,29515310.305664062,1059602989.5936279,28863641.604003906,1058206248.5029297,29030744.439941406,1059757206.989502,21355521.20666504,728953943.1479797,21686661.556274414,717683950.311554,21024381.071777344,740223941.8237305,22998743.401611328,777596962.4697876,26724307.708496094,939647490.295166,28845484.697753906,1049575463.564331,26346612.327392578,983680328.5618896,22504084.54736328,731501979.7974548
25,0.7064876556396484,0.7096682786941528,0.707028865814209,0.6978594660758972,0.31656432151794434,0.3042663335800171,0.3288623094558716,0.4108636975288391,0.5538602471351624,0.6663439273834229,0.6372173428535461,0.3046891391277313,1970,Massachusetts,1926300,75.49922660734441,8323.153949856238,8398.653176463582,2985.070315020143,0,126400,1210100,231341975,2258717450,152558435.05493164,1386064746.5985107,155226373.2454834,1397105119.7509766,149956459.9954834,1375293344.781128,149141059.18652344,1371928072.4558105,77285051.07574463,925743637.5631561,76003355.87774658,905202210.8835602,78566746.89282227,946285071.3599243,91821940.08935547,995220927.7348938,119600043.39953613,1215619949.1600952,141119097.3696289,1362306821.0894775,132670025.65478516,1285980007.1032715,79028253.68441772,924136170.6310349
26,0.7188136577606201,0.7246559858322144,0.72001713514328,0.702703595161438,0.2985791563987732,0.28351324796676636,0.3136450946331024,0.39970582723617554,0.5518151521682739,0.6673923134803772,0.6361662149429321,0.28018829226493835,1970,Michigan,2737200,3022.348086290819,3303.3878717856574,6325.735958076477,2106.38492587454,0,108900,1933500,205901725,3569152200,129917813.25427246,2284111751.5898438,131659779.01782227,2309384952.316162,129013319.9564209,2271952819.510742,126693514.75366211,2236127425.2504883,77814680.27597046,1345106824.1197052,76621280.55950928,1301455007.472519,79008081.13452148,1388758652.2133331,87314721.20843506,1501566112.1831665,109182873.07885742,1916236701.5446777,123412977.4276123,2188205878.7460938,115517874.8347168,2064341673.3428955,76960908.09069824,1317607449.1522903
27,0.7260004281997681,0.717894971370697,0.7461249828338623,0.7211084365844727,0.27825790643692017,0.2723727822303772,0.28414303064346313,0.3983613848686218,0.5371682643890381,0.651410698890686,0.6052610874176025,0.2611674666404724,1970,Minnesota,1157900,451.9264102424108,566.9863834873283,1018.9127937297392,1879.9535305824597,0,14500,850500,27271825,1664837525,17259492.295166016,1064547454.4991455,17197972.788085938,1054773441.0546875,17446017.549560547,1088523206.914795,17180134.626220703,1059012849.8040771,10774155.54663086,610991844.4049225,10643860.171142578,604276465.1600189,10904451.083618164,617707229.449997,12299217.466674805,715534894.6878052,14670819.739624023,874558520.7811279,16919234.469604492,990223132.7294922,15905680.038208008,905869802.1318359,10955891.214233398,597386735.4073868
28,0.7295863032341003,0.7312770485877991,0.7328544855117798,0.7212741374969482,0.286495566368103,0.2764975428581238,0.29649361968040466,0.407344251871109,0.5490691065788269,0.6746284365653992,0.6447145938873291,0.27451345324516296,1970,Mississippi,568900,0,128.3992048829924,128.3992048829924,1081.7001775488397,0,1300,452500,2505200,866551475,1344918.0126953125,579722197.296875,1287611.396484375,580184376.5581055,1403649.091796875,581326836.6706543,1414770.6796875,576560961.1003418,1003803.33984375,294677191.1787567,1144800.73828125,289521379.05381775,862805.966796875,299833005.8355713,1051550.984375,353227687.5720978,1206242.908203125,457138618.1663208,1288856.875,542046273.7456055,1048636.1860351562,513743762.13012695,1164486.021484375,295108583.1869583
29,0.7113355994224548,0.7087762951850891,0.7216789722442627,0.7048046588897705,0.2999191880226135,0.29208728671073914,0.3077511191368103,0.40672993659973145,0.5465739369392395,0.659635603427887,0.6200922727584839,0.2889420986175537,1970,Missouri,1401900,1166.746569446961,1274.5630986020094,2441.3096680489707,1283.4489400211628,0,13500,1089500,24606950,2104063050,15160891.900024414,1321299102.8393555,15208862.530761719,1317923801.0263672,15174828.04675293,1334132817.1564941,15023545.075683594,1313695245.9761963,9893383.075805664,802457175.0487366,10124306.139160156,793084367.6903381,9662460.143676758,811829989.190628,10853024.916015625,902064656.0531921,13293235.2265625,1114104495.6415405,14557241.07446289,1263479171.8554688,13995524.17163086,1170795996.5977783,10232649.08618164,802878960.344223
30,0.7322447299957275,0.7122769951820374,0.7670857906341553,0.7386128306388855,0.2743213474750519,0.2815595269203186,0.26708319783210754,0.39167681336402893,0.5293204188346863,0.649365246295929,0.6048910617828369,0.26473233103752136,1970,Montana,183500,121.10304101094525,267.7078495156166,388.8108905265618,1622.581778648471,0,3000,139500,6214325,278255850,4096277.5283203125,180747592.6624756,3991692.181640625,175661278.48364258,4245188.22265625,188987683.54797363,4171602.43359375,183163276.0114746,2229490.296875,101012834.56999207,2317334.099609375,103496088.44676208,2141646.470703125,98529581.61439514,2752461.9638671875,119096464.47271729,3353997.162109375,145103022.23742676,3996500.9899902344,166696401.4411621,3756586.63671875,153358066.13330078,2318593.118408203,100589605.57709503
31,0.737095296382904,0.7206637263298035,0.7703118920326233,0.7366535067558289,0.26400095224380493,0.2632775902748108,0.26472431421279907,0.3959810137748718,0.5327491760253906,0.6440057754516602,0.5920249819755554,0.24508970975875854,1970,Nebraska,424400,796.0671576255708,402.2465965923027,1198.3137542178733,1341.049846217053,0,5000,353300,9903300,756769325,6580754.115966797,491558475.90393066,6520580.603515625,480576069.7927246,6638927.6279296875,512617854.1229248,6658470.98828125,492690308.18896484,3391445.0961914062,268917043.8351288,3540556.8364257812,269699189.07069397,3242333.3862304688,268134900.2919464,4084283.6513671875,326042446.4531555,5171350.634277344,395013516.85180664,5886719.099121094,445523242.32141113,5562100.523925781,402662282.86608887,3555094.2006835938,260835781.66819
32,0.6861504912376404,0.6643049120903015,0.7152820825576782,0.7043499946594238,0.31993377208709717,0.3535638451576233,0.28630366921424866,0.40066438913345337,0.5303317904472351,0.63448333740234375,0.6114233136177063,0.35251516103744507,1970,Nevada,150700,554.5350905897467,0,554.5350905897467,531.4693973166162,0,6100,116200,10810650,222095675,6584628.519042969,132895609.83642578,6338699.837402344,128548995.71008301,6867072.549316406,138067738.3618164,6846395.056152344,137296982.60766602,4226270.021484375,90971156.05639648,4742604.634277344,98811887.46383667,3709935.3832702637,83130425.00810242,4749200.084411621,95414430.31484985,5454358.509765625,114776907.8081665,5837558.6640625,127924819.61865234,5639946.619628906,121739159.38134766,4850980.4892578125,100275919.61260986
33,0.7232697010040283,0.7302379012107849,0.7226197123527527,0.7066616415977478,0.29734912514686584,0.2872343063354492,0.30746400356292725,0.4066733717918396,0.549673318862915,0.6724082827568054,0.6455433964729309,0.2864472270011902,1970,New Hampshire,243400,0,163.0136669959,163.0136669959,3011.6793253591754,0,9200,173300,17531025,340343475,12179865.62890625,215701839.07043457,12461022.601074219,218974593.2779541,11984684.51171875,213337467.87561035,11720949.916015625,210475419.28588867,5662525.9169921875,131934552.54577637,5367595.060668945,129160884.18859863,5957456.8134765625,134708221.90574646,6984486.054931641,148272798.20083618,9200982.535888672,182136100.06207275,10943889.394042969,208437438.99829102,10150147.508544922,197617995.960083,5355329.558105469,131500872.35540771
34,0.6911846995353699,0.6944165825843811,0.6917764544487,0.6823652982711792,0.33796751499176025,0.32458654046058655,0.35134851932525635,0.4261878430843353,0.557363748550415,0.6625028252601624,0.6307362914085388,0.3259952962398529,1970,New Jersey,2399500,289.8486580672466,23332.998324715274,23622.84698278252,2675.7139239954454,0,185400,1614700,343495300,2999920450,224831180.76538086,1828254395.4108887,228792897.04541016,1840028911.1748047,220939969.9975586,1817931863.5217285,219790904.45629883,1811721284.6317139,117711457.46166992,1251377113.0792694,113154453.35577393,1222202247.9191132,122268462.24859619,1280551987.0787506,141777367.30444336,1336676354.5268707,180591503.7779541,1618437393.9466553,209346793.46264648,1811597177.1010742,198703573.90429688,1703968364.8510742,116849826.74597168,1251776173.6347733
35,0.6917219758033752,0.6800228953361511,0.7082295417785645,0.7003350853919983,0.33097797632217407,0.3391188979148865,0.32283705472946167,0.42573806643486023,0.5472502708435059,0.6556843519210815,0.6313737034797668,0.334994912147522,1970,New Mexico,255800,4086.225836605766,262.90096422698235,4349.126800832748,351.74495646200216,1,4500,177600,9481000,343236625,6321294.5537109375,213457009.45361328,6112539.193359375,210126751.39196777,6607510.201171875,217256681.06396484,6485413.697265625,217033067.57714844,2814780.910522461,136285684.4875183,2670704.2006835938,139476764.63793945,2958857.6389160156,133094605.21684265,3371467.1743164062,150841647.00894165,4546923.2265625,181837190.0265503,5623619.248046875,208043199.08068848,5178974.8046875,198251387.48999023,2814328.614501953,141116990.92297363
36,0.6856075525283813,0.6856063604354858,0.6885619163513184,0.6819177269935608,0.3359253406524658,0.32947874069213867,0.34237194061279297,0.4176950752735138,0.5525544881820679,0.6538668274879456,0.6212126612663269,0.32975175976753235,1970,New York,5904300,3284.5284304913494,182431.03712322604,185715.56555371737,2700.9884204973487,0,571200,3681500,1054736325,6883045275,658607895.8533936,4148247168.2178955,659855218.1236572,4151498646.350708,654327421.2806396,4141795869.689575,660840179.4421387,4148182637.1433105,381121343.4926758,2856739073.947815,386155921.1677551,2838854783.532303,376086768.1099243,2874623385.011093,425313228.91467285,2996609142.64476,536318246.26013184,3667497327.0422974,610907182.1932373,4086747434.227051,570561995.6141357,3832577681.230896,401121088.48779297,2899732515.8780518
37,0.7239029407501221,0.7321115732192993,0.7180721759796143,0.7106698751449585,0.30150607228279114,0.28008946776390076,0.3229227066040039,0.41953349113464355,0.5571752786636353,0.6654200553894043,0.6433359384536743,0.27185752987861633,1970,North Carolina,1617600,63.928884122375784,840.8531320719316,904.7820161943073,2017.4537475969485,0,6900,1334300,14480675,2558487375,8746328.061767578,1692107063.8358765,8680293.68359375,1714971219.9538574,8875600.157714844,1667789952.8735352,8749824.1416015625,1665343106.4665527,6532527.139160156,914757872.2091522,7071956.494384766,868857874.9182892,5993097.853271484,960657877.7980347,7150397.458984375,1077556200.9497986,7960438.89855957,1372926348.6223755,8068004.661499023,1571987872.3953857,7953538.753051758,1508534918.6785889,7198988.1044921875,871051234.1745224
38,0.728985607624054,0.7042484283447266,0.7758206129074097,0.7322848439216614,0.2585003972053528,0.26179203391075134,0.2552087903022766,0.39808595180511475,0.5186371207237244,0.6151291728019714,0.5535216331481934,0.23400384187698364,1970,North Dakota,142600,0,214.30678857391203,214.30678857391203,1865.9091432657904,0,900,118400,2154750,243998500,1429908.5703125,161650771.4128418,1395920.84375,155983096.21801758,1505499.8125,171960851.77807617,1420388.90625,162932377.34106445,595871.28125,80129087.32891846,632969.7060546875,81355302.23635864,558772.83203125,78902873.08886719,898973.734375,103252747.60620117,1036955.9453125,124295862.94641113,1161639.453125,139598100.2767334,1000203.0234375,123909969.50390625,501334.64697265625,75985537.4377594
39,0.7210156321525574,0.7251166105270386,0.7239121794700623,0.7071425318717957,0.29582634568214417,0.2815888822078705,0.31006383895874023,0.3990747630596161,0.5514054298400879,0.666961133480072,0.6376008987426758,0.2813339829444885,1970,Ohio,3448300,1694.8807848470283,3094.1076449410716,4788.9884297881,2043.4194281173989,0,70700,2570000,135422550,4929944550,87597843.13842773,3147352148.3259277,88961675.23168945,3175094421.845581,86418846.455078125,3136702560.1329346,85662008.009765625,3091308474.687134,46932401.52258301,1865327739.4507446,45452473.79333496,1807275871.134201,48412329.46887207,1923379623.4777222,55786646.05212402,2086432941.793457,71021145.56970215,2645843364.699829,81057881.91149902,3011538608.784668,77091216.46325684,2846963818.645874,46481040.66882324,1845433693.698471
40,0.7150618433952332,0.7085530757904053,0.7279399633407593,0.7152360081672668,0.29809680581092834,0.29419076442718506,0.302002876996994,0.4023582637310028,0.5423459410667419,0.6609236001968384,0.6275816559791565,0.29325246810913086,1970,Oklahoma,735600,297.95704685128356,1178.1887195463482,1476.1457663976319,789.7243504666739,0,2500,555100,4230750,1079236475,2531786.0849609375,682674472.7634277,2515551.2143554688,677219248.513916,2593725.7802734375,691305123.2237549,2494948.54296875,685524232.2729492,1985439.9287109375,411113990.83480835,2054710.98828125,410001878.1743469,1916168.8857421875,412226107.15771484,2039951.9116210938,460892597.57507324,2235572.0161132812,569409744.9051514,2332117.3940429688,651978198.5844727,2231952.063720703,611294854.7320557,2087082.822265625,417371132.47805786
41,0.7239934206008911,0.7192449569702148,0.7351511120796204,0.721917450428009,0.2935069501399994,0.2902235686779022,0.29679039120674133,0.39800694584846497,0.5484358668327332,0.6721015572547913,0.6399577856063843,0.2903922498226166,1970,Oregon,627700,269.5277903024413,1182.6803004380972,1452.2080907405384,1447.883661881768,0,13900,445100,27075975,833730125,16144252.776367188,526325264.4180908,15638480.544921875,523920124.1020508,16714458.375976562,530899995.411499,16695925.7265625,526619706.0653076,11111223.78491211,324782415.8849945,11418451.71459961,323932103.6409149,10803995.893676758,325632730.731308,11689275.734863281,361655349.84832764,13457285.817871094,447131461.80578613,15290299.15625,510655217.8907471,13893865.946777344,479917046.53930664,11367735.040283203,329829809.78406525
42,0.7252095341682434,0.7299376130104065,0.7252694964408875,0.7133144736289978,0.29204168915748596,0.27835002541542053,0.3057333827018738,0.3986463248729706,0.5530056357383728,0.6719254851341248,0.6420891880989075,0.2785855531692505,1970,Pennsylvania,3785300,900.674692570292,5759.695377052563,6660.370069622855,2468.025539169083,0,86200,2962700,161599375,5631108575,106058024.86914062,3609253221.758545,107396887.54211426,3641964702.110718,104551713.58984375,3584187366.2889404,104593757.73583984,3558806885.930176,53695741.896606445,2113607121.448883,52306701.884643555,2053216119.272705,55084782.382492065,2173998137.236328,64371554.456207275,2378690182.930786,84014233.63458252,3023636148.044922,97170503.10437012,3455608796.324463,91018131.2545166,3262860157.375,54072103.48309326,2099381024.9948883
44,0.7204081416130066,0.7272747755050659,0.718146562576294,0.7060686349868774,0.30324751138687134,0.2856464982032776,0.3208485245704651,0.4055919945240021,0.552544891834259,0.6695780158042908,0.6403647065162659,0.2825951874256134,1970,Rhode Island,307100,0,1106.9284577250937,1106.9284577250937,2959.505337956865,0,17000,225900,31252400,423518925,21527449.994628906,270113285.7927246,22360796.708984375,273647843.65356445,20679953.521484375,267140567.30358887,20503453.40576172,264992791.82983398,9329996.785186768,162738918.28292847,8235758.008300781,156853406.36462402,10424235.6953125,168624431.52801514,11737004.159240723,180748135.29400635,16054620.81640625,226656699.49401855,19142743.505126953,258077321.7224121,18119801.961914062,243818770.35217285,7858985.4873046875,158768211.97244263
45,0.7205835580825806,0.7278164625167847,0.7137925028800964,0.7109900712966919,0.30761274695396423,0.2861253023147583,0.32910019159317017,0.42127686738967896,0.5546160936355591,0.6596952080726624,0.6433048248291016,0.2760007083415985,1970,South Carolina,765000,0,585.5275700896641,585.5275700896641,1828.558951646082,0,3300,626700,5624800,1215926900,3441858.2075195312,808900948.8891602,3502616.4375,817313940.9246826,3369341.6680908203,797738320.8742676,3380608.298828125,801821768.6018066,2243164.564453125,431340081.00865173,2316141.103515625,410042622.485672,2170188.068359375,452637542.1767578,2419551.43359375,506095990.7189331,2952735.921875,647668014.5845337,3052421.6157226562,744520437.3284912,2879280.1884765625,722013748.7860107,2308080.01953125,408745359.8180771
46,0.7496442794799805,0.7240450382232666,0.8021901845932007,0.747960090637207,0.24441708624362946,0.24809527397155762,0.24073892831802368,0.39367780089378357,0.5254319906234741,0.6229050755500793,0.5598154664039612,0.21688911318778992,1970,South Dakota,154100,0,105.8531932464346,105.8531932464346,1536.2719174698157,0,1000,140800,2722350,317755375,1732612.625,215421240.03344727,1678953.390625,208039844.62304688,1850155.390625,230433512.13830566,1719832.4140625,215109416.5180664,1004134.4921875,102350318.41586304,1097972.3203125,103816884.14691162,910296.6796875,100883753.60296631,1349944.859375,135162336.8430786,1508143.69921875,164924990.2229004,1558898.20703125,184027410.35229492,1412043.84375,162864407.6459961,1102318.416015625,95627316.78283691
47,0.7143599390983582,0.7166975736618042,0.7166797518730164,0.7056159973144531,0.3032885193824768,0.29404667019844055,0.31253039836883545,0.4080736041069031,0.5502170324325562,0.6665742993354797,0.634362518787384,0.290756493806839,1970,Tennessee,1190200,124.86762679411916,818.4420520723321,943.3096788664512,1512.1074827158952,0,2800,960400,5910425,1832165425,3316467.048828125,1179042464.6583252,3253387.58203125,1185084294.2780762,3367947.0859375,1175694659.1071777,3409815.93359375,1168122665.1254883,3050703.2622070312,678920637.893631,3172108.532470703,668100415.1664505,2929297.9853515625,689740866.9297638,2928856.86328125,768381088.9620056,3018065.912109375,975185362.9468384,3327952.357421875,1122880745.5526123,3309483.056640625,1058127619.7700195,2964434.7087402344,677746559.7519455
48,0.693947434425354,0.6880565881729126,0.7053942680358887,0.694365918636322,0.32772719860076904,0.32444220781326294,0.33101221919059753,0.4202541410923004,0.5447676777839661,0.6538399457931519,0.6220932602882385,0.3225155770778656,1970,Texas,3346800,96689.77553911686,6436.309761066721,103126.08530018358,358.6578374406446,1,83800,2430000,155013050,4750850575,105104540.38720703,2980221561.256592,103805163.54663086,2956343429.083496,106718049.46142578,3015754139.0805664,106336099.14331055,2995501211.01355,47600809.85015869,1846440540.570877,47956184.38659668,1844321066.4555206,47245435.6607666,1848560030.1648407,56414086.22753906,2033220566.4668427,76436588.89282227,2496416733.0915527,94510089.73730469,2863148678.7611084,88418505.69812012,2697184527.6551514,49185664.539245605,1875859632.9406967
49,0.7152128219604492,0.7076351046562195,0.727974534034729,0.7182050347328186,0.29526275396347046,0.2915259301662445,0.2989995777606964,0.3976239860057831,0.540818989276886,0.6597651839256287,0.6295653581619263,0.2888416647911072,1970,Utah,320800,880.0023538392427,443.17125219529305,1323.1736060345356,918.7466902748863,0,7700,194000,14747600,360276225,9031290.0283203125,223363394.6640625,8906822.59375,221439129.32214355,9075693.7451171875,225733539.63867188,9286953.890625,225211381.61035156,5108793.744384766,141764668.34881592,5146185.977050781,140880704.93499756,5071401.54284668,142648632.95195007,5989524.165283203,156138857.52633667,7267198.899902344,190494860.15838623,8243714.311035156,215934517.1878662,7428468.852050781,203168339.3317871,5384732.326660156,142677477.3701172
50,0.740573525428772,0.7309272885322571,0.7599027156829834,0.7405275106430054,0.27837830781936646,0.26753607392311096,0.28922057151794434,0.3972732722759247,0.5430313348770142,0.6757678389549255,0.6372571587562561,0.26022210717201233,1970,Vermont,128000,0,149.74277466342193,149.74277466342193,2951.9030408862322,0,5600,88600,12105975,173260100,8257522.167724609,114742386.75463867,8310466.41796875,113672892.64916992,8267323.333251953,116856135.61352539,8112910.722412109,114773939.90551758,3686039.4892578125,62340974.66088867,3561915.1806640625,60531191.61804199,3810163.8666992188,64150758.343688965,4929207.655761719,73912405.51422119,6528137.583984375,92634818.00512695,7450545.541748047,108703498.05773926,7206630.6015625,101369192.23730469,3379456.6713867188,60431739.508239746
51,0.6969621777534485,0.6967273950576782,0.700498640537262,0.6931284070014954,0.33089151978492737,0.3196537494659424,0.34212931990623474,0.4275771677494049,0.5540546178817749,0.6615241169929504,0.6309424042701721,0.3163527846336365,1970,Virginia,1439700,65.63259571468201,3476.2615984631198,3541.8941941778016,2280.7086203871627,0,15300,1061200,28716875,2034421325,17055921.424804688,1285042395.3452148,16742251.34008789,1285884108.9803467,17368763.542236328,1284922515.194336,17449043.940185547,1283087986.9307861,12118724.086547852,794355772.1946411,12850423.83227539,778900432.1822205,11387024.419555664,809811118.7658844,12528023.8671875,880493030.7529602,14865810.12866211,1087674199.0057983,16236685.955566406,1241716032.7595215,15057745.376220703,1174133241.7382812,13007604.708007812,789559260.3192139
